Latitude,Longitude,birth_date,maxtempC,mintempC,totalSnow_cm,sunHour,tempC,windspeedKmph,winddirDegree,precipMM,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,uvIndex,sunrise,sunset,season
43.950924,-90.47037,2018-03-10 04:56:34,4,-5,0.0,10.2,-5.0,4.0,95.0,0.0,87.0,10.0,1019,5.0,-5.0,-7.0,-6.0,7.0,-6.0,1,06:23 AM,06:02 PM,spring
29.95822,-86.95486,2018-06-21 14:34:25,32,27,0.0,14.1,32.0,16.0,234.0,0.0,58.0,10.0,1013,6.0,38.0,23.0,32.0,19.0,38.0,1,04:47 AM,06:52 PM,summer
43.673878,-93.91849,2018-04-18 17:46:20,1,-1,4.8,8.6,-0.0,13.0,4.0,2.8,96.0,2.0,1018,100.0,-0.0,-1.0,-4.0,18.0,-4.0,1,05:28 AM,07:03 PM,spring
46.38918,-85.696556,2018-09-24 00:16:03,18,8,0.0,11.6,8.0,21.0,112.0,0.0,90.0,10.0,1026,100.0,8.0,6.0,4.0,30.0,4.0,1,06:32 AM,06:36 PM,autumn
34.215070000000004,-110.69178,2018-02-10 09:15:04,15,6,0.0,8.5,6.0,4.0,143.0,0.0,33.0,10.0,1011,6.0,6.0,-9.0,6.0,8.0,6.0,1,07:13 AM,06:02 PM,winter
38.23157,-99.551,2018-11-18 13:26:03,4,-6,0.0,5.4,-0.0,8.0,329.0,0.0,44.0,10.0,1030,67.0,-0.0,-11.0,-3.0,10.0,-3.0,1,07:23 AM,05:24 PM,autumn
52.44169599999999,-89.45714,2018-01-15 22:00:50,-19,-26,0.1,2.0,-26.0,6.0,319.0,0.0,95.0,2.0,1045,37.0,-26.0,-26.0,-32.0,12.0,-32.0,1,09:01 AM,05:14 PM,winter
43.794792,-99.42633,2018-10-08 08:15:51,6,4,0.0,5.8,4.0,17.0,351.0,0.0,91.0,10.0,1018,100.0,4.0,3.0,1.0,23.0,1.0,1,06:44 AM,06:06 PM,autumn
47.195965,-114.71344,2018-07-17 10:23:49,26,15,0.0,14.5,20.0,2.0,196.0,0.0,40.0,10.0,1016,31.0,20.0,6.0,20.0,3.0,20.0,1,05:00 AM,08:29 PM,summer
49.18139,-118.588104,2019-03-18 12:08:13,9,-4,0.0,11.6,6.0,4.0,59.0,0.0,81.0,20.0,1029,4.0,6.0,3.0,6.0,5.0,6.0,1,06:02 AM,06:04 PM,spring
49.5326,-104.56612,2018-07-05 06:26:39,26,13,0.0,16.5,14.0,3.0,36.0,0.0,76.0,10.0,1031,3.0,14.0,10.0,14.0,5.0,14.0,1,04:59 AM,09:07 PM,summer
42.54515,-111.30966,2018-08-07 23:19:34,26,10,0.0,14.1,17.0,8.0,1.0,0.0,34.0,10.0,1014,0.0,17.0,1.0,17.0,17.0,17.0,1,05:24 AM,07:38 PM,summer
39.170856,-121.86339,2019-03-03 12:25:49,14,8,0.0,5.8,12.0,8.0,159.0,2.7,84.0,5.0,1017,100.0,12.0,9.0,12.0,4.0,12.0,1,06:37 AM,06:02 PM,spring
42.300957,-83.87432,2018-06-25 23:03:55,23,13,0.0,14.5,15.0,10.0,92.0,0.0,74.0,10.0,1022,0.0,15.0,11.0,15.0,22.0,15.0,1,05:00 AM,08:16 PM,summer
38.891876,-93.341644,2019-02-10 08:10:15,3,-3,0.1,3.9,-3.0,15.0,149.0,0.0,89.0,10.0,1025,92.0,-2.0,-3.0,-6.0,22.0,-6.0,1,07:11 AM,05:45 PM,winter
43.123688,-118.117325,2018-09-20 02:34:46,20,9,0.0,11.6,12.0,8.0,347.0,0.0,41.0,10.0,1016,0.0,12.0,-1.0,11.0,15.0,11.0,1,06:37 AM,06:53 PM,autumn
28.307709000000006,-84.26911,2018-04-15 01:42:57,26,20,0.0,12.9,24.0,19.0,153.0,0.0,79.0,10.0,1015,12.0,26.0,20.0,24.0,34.0,26.0,1,05:12 AM,06:03 PM,spring
52.75958000000001,-116.68305,2019-04-29 15:27:16,5,-7,0.4,12.4,5.0,8.0,321.0,0.3,51.0,10.0,1025,54.0,5.0,-5.0,3.0,9.0,3.0,1,05:19 AM,08:11 PM,spring
36.511406,-80.35494,2018-02-18 18:11:45,13,2,0.0,11.0,6.0,4.0,111.0,0.0,77.0,10.0,1027,26.0,6.0,3.0,6.0,8.0,6.0,1,07:06 AM,06:05 PM,winter
43.67325,-86.41966,2018-03-05 17:11:48,3,-2,0.0,10.1,3.0,26.0,103.0,0.0,41.0,10.0,1020,50.0,3.0,-9.0,-3.0,34.0,-3.0,1,07:16 AM,06:39 PM,spring
40.78498,-110.6244,2018-02-19 23:44:16,-4,-12,1.5,7.0,-12.0,12.0,329.0,0.1,68.0,7.0,1013,50.0,-13.0,-17.0,-19.0,15.0,-19.0,1,07:11 AM,06:02 PM,winter
43.561672,-114.60406,2019-02-03 10:50:21,1,-2,7.2,3.8,-2.0,9.0,224.0,1.4,89.0,2.0,998,78.0,-1.0,-2.0,-5.0,14.0,-5.0,1,07:53 AM,05:53 PM,winter
40.34922,-77.62608,2018-07-16 08:13:47,33,19,0.0,14.5,23.0,3.0,288.0,0.0,88.0,10.0,1017,17.0,25.0,21.0,23.0,4.0,25.0,1,04:54 AM,07:39 PM,summer
49.838593,-82.95878,2018-05-24 05:24:14,32,8,0.0,14.5,8.0,9.0,206.0,0.0,53.0,10.0,1018,4.0,8.0,-1.0,7.0,20.0,7.0,1,04:35 AM,08:22 PM,spring
49.9016,-85.65236,2018-01-28 00:29:38,-17,-27,0.0,3.4,-21.0,10.0,333.0,0.0,95.0,2.0,1028,100.0,-21.0,-21.0,-28.0,18.0,-28.0,1,08:21 AM,05:31 PM,winter
40.85177,-105.54981,2018-03-06 12:33:20,-2,-12,0.0,8.7,-4.0,25.0,280.0,0.0,30.0,10.0,1029,3.0,-4.0,-19.0,-11.0,29.0,-11.0,1,06:28 AM,05:59 PM,spring
35.726437,-90.67656,2018-06-23 07:02:29,33,21,0.0,14.5,21.0,10.0,82.0,0.0,87.0,10.0,1009,30.0,24.0,19.0,21.0,15.0,21.0,1,04:47 AM,07:23 PM,summer
28.9158,-106.18469,2018-03-23 00:13:01,30,17,0.0,11.6,19.0,9.0,258.0,0.0,22.0,10.0,1017,53.0,19.0,-3.0,19.0,18.0,19.0,1,06:05 AM,06:18 PM,spring
45.528767,-96.89692,2018-08-28 22:42:22,19,9,0.0,13.7,11.0,5.0,341.0,0.0,69.0,10.0,1017,32.0,11.0,5.0,11.0,10.0,11.0,1,05:44 AM,07:13 PM,summer
51.333176,-82.83138000000002,2018-12-01 04:16:34,0,-5,0.3,3.0,-3.0,7.0,159.0,0.1,95.0,5.0,1015,100.0,-3.0,-4.0,-6.0,13.0,-6.0,1,08:14 AM,04:26 PM,winter
33.659397,-95.7392,2018-06-23 13:15:23,33,23,0.0,12.3,29.0,11.0,152.0,0.0,78.0,9.0,1011,33.0,34.0,25.0,29.0,13.0,34.0,1,05:14 AM,07:37 PM,summer
46.884995,-95.29141,2018-12-04 02:53:59,-4,-10,0.2,3.3,-9.0,8.0,257.0,0.0,93.0,10.0,1027,51.0,-9.0,-10.0,-13.0,12.0,-13.0,1,07:50 AM,04:33 PM,winter
51.790516,-92.12859,2018-11-27 22:30:37,-10,-14,0.8,3.2,-11.0,6.0,348.0,0.0,94.0,10.0,1017,100.0,-11.0,-12.0,-15.0,8.0,-15.0,1,07:48 AM,04:04 PM,autumn
43.890976,-105.75784,2018-07-02 10:58:26,30,16,0.0,14.5,21.0,16.0,311.0,0.0,43.0,10.0,1009,3.0,24.0,8.0,21.0,18.0,21.0,1,04:25 AM,07:49 PM,summer
43.651203,-103.38571,2018-12-23 06:21:38,2,-7,0.0,8.7,-7.0,9.0,282.0,0.0,57.0,10.0,1025,32.0,-7.0,-14.0,-12.0,19.0,-12.0,1,07:25 AM,04:20 PM,winter
36.434963,-94.45175,2018-04-11 04:38:11,23,9,0.0,13.0,10.0,22.0,198.0,0.0,61.0,10.0,1020,4.0,10.0,3.0,7.0,45.0,7.0,1,05:50 AM,06:48 PM,spring
41.541447,-119.97678,2019-01-24 07:53:14,6,-6,0.0,8.7,-4.0,0.0,52.0,0.0,100.0,10.0,1032,7.0,-3.0,-3.0,-3.0,4.0,-3.0,1,07:19 AM,05:06 PM,winter
31.748693,-115.118706,2018-05-16 05:55:54,30,22,0.0,13.9,22.0,6.0,65.0,0.0,40.0,10.0,1012,0.0,24.0,8.0,22.0,14.0,22.0,1,04:43 AM,06:31 PM,spring
38.855442,-113.72604,2019-03-27 20:54:39,18,6,0.0,11.6,17.0,38.0,210.0,0.0,19.0,10.0,1010,0.0,17.0,-7.0,17.0,44.0,17.0,1,06:27 AM,06:54 PM,spring
42.47282,-111.750885,2018-12-18 04:35:50,0,-5,0.3,5.2,-2.0,6.0,157.0,0.1,95.0,10.0,1025,75.0,-3.0,-3.0,-5.0,12.0,-5.0,1,07:52 AM,04:56 PM,winter
29.232231,-102.43835,2019-01-08 00:00:42,16,8,0.0,10.6,12.0,8.0,90.0,0.0,82.0,10.0,1020,45.0,13.0,8.0,12.0,9.0,12.0,1,07:45 AM,06:08 PM,winter
32.822548,-115.68206,2018-09-23 21:01:02,38,29,0.0,11.6,31.0,4.0,274.0,0.0,29.0,10.0,1008,4.0,29.0,10.0,31.0,8.0,29.0,1,05:32 AM,05:38 PM,autumn
50.859592,-83.97367,2018-02-06 15:57:12,-16,-27,0.0,7.0,-16.0,15.0,246.0,0.0,75.0,10.0,1027,61.0,-16.0,-19.0,-24.0,19.0,-24.0,1,08:04 AM,05:37 PM,winter
44.3817,-120.56731,2019-01-06 22:29:19,5,0,2.3,3.4,-0.0,10.0,225.0,0.2,76.0,7.0,1009,79.0,1.0,-3.0,-3.0,8.0,-3.0,1,07:38 AM,04:38 PM,winter
49.6275,-101.8985,2018-07-19 21:34:04,27,18,0.0,14.5,19.0,9.0,42.0,0.3,80.0,9.0,1013,15.0,19.0,15.0,19.0,19.0,19.0,1,05:02 AM,08:45 PM,summer
29.811586,-90.93093,2018-07-14 21:26:38,34,25,0.0,13.9,26.0,8.0,242.0,0.9,90.0,9.0,1018,10.0,29.0,24.0,26.0,16.0,29.0,1,05:13 AM,07:06 PM,summer
31.12157,-79.88821999999998,2018-02-11 21:05:45,20,17,0.0,11.0,18.0,12.0,200.0,0.0,89.0,10.0,1022,61.0,18.0,16.0,18.0,26.0,18.0,1,08:04 AM,07:04 PM,winter
39.859295,-89.53313,2018-01-02 05:29:20,-13,-22,0.0,8.7,-22.0,8.0,286.0,0.0,91.0,10.0,1045,21.0,-22.0,-23.0,-29.0,15.0,-29.0,1,07:20 AM,04:45 PM,winter
50.944637,-111.31985,2018-10-03 17:30:19,1,-4,0.3,8.7,1.0,16.0,262.0,0.0,83.0,10.0,1024,3.0,1.0,-2.0,-4.0,20.0,-4.0,1,06:29 AM,05:58 PM,autumn
51.115234,-112.31297,2018-01-08 12:49:23,2,-3,0.1,4.9,2.0,12.0,282.0,0.0,77.0,10.0,1007,95.0,2.0,-2.0,-2.0,26.0,-2.0,1,08:31 AM,04:41 PM,winter
30.622608000000003,-79.71463,2018-10-25 04:15:44,24,22,0.0,5.5,22.0,23.0,51.0,0.0,69.0,10.0,1017,76.0,25.0,16.0,22.0,33.0,25.0,1,07:29 AM,06:37 PM,autumn
45.469406,-120.16833,2018-09-14 06:02:03,20,10,0.0,12.8,11.0,9.0,250.0,0.0,70.0,10.0,1016,8.0,11.0,6.0,10.0,15.0,10.0,1,05:38 AM,06:13 PM,autumn
32.91899,-119.77694,2018-03-03 06:23:16,14,12,0.0,10.1,14.0,17.0,249.0,0.4,77.0,10.0,1018,64.0,14.0,10.0,12.0,23.0,12.0,1,07:25 AM,06:58 PM,spring
48.164112,-119.76162,2018-05-12 15:35:21,23,9,0.0,14.5,23.0,24.0,5.0,0.0,31.0,10.0,1013,1.0,24.0,5.0,23.0,27.0,24.0,1,04:23 AM,07:28 PM,spring
38.24956,-82.80288,2019-04-18 02:55:53,28,15,0.0,13.3,17.0,11.0,200.0,0.0,73.0,10.0,1012,18.0,17.0,12.0,17.0,22.0,17.0,1,05:52 AM,07:10 PM,spring
32.138884999999995,-107.474754,2018-12-14 04:26:30,11,1,0.0,8.7,3.0,5.0,34.0,0.0,29.0,10.0,1028,0.0,3.0,-13.0,2.0,10.0,2.0,1,07:03 AM,05:07 PM,winter
33.258602,-90.39683,2018-11-19 22:22:59,12,8,0.0,3.8,8.0,9.0,337.0,0.1,92.0,10.0,1022,28.0,8.0,7.0,7.0,14.0,7.0,1,06:36 AM,04:57 PM,autumn
49.588535,-89.53815999999998,2018-07-20 06:55:54,19,10,0.0,13.5,12.0,6.0,43.0,0.0,86.0,10.0,1010,42.0,13.0,10.0,12.0,13.0,12.0,1,05:14 AM,08:55 PM,summer
50.910995,-106.736755,2019-01-24 23:58:44,-9,-22,0.1,5.1,-9.0,22.0,304.0,0.5,88.0,0.0,1018,100.0,-8.0,-10.0,-16.0,44.0,-16.0,1,08:54 AM,05:45 PM,winter
51.87573,-104.86105,2018-12-30 06:09:16,-13,-25,1.6,1.9,-15.0,20.0,53.0,0.0,94.0,10.0,1009,100.0,-15.0,-16.0,-24.0,28.0,-24.0,1,09:07 AM,04:57 PM,winter
49.29492,-100.66394,2018-04-04 23:53:29,-4,-12,0.0,11.6,-8.0,8.0,274.0,0.0,88.0,10.0,1022,26.0,-8.0,-10.0,-12.0,16.0,-12.0,1,06:13 AM,07:19 PM,spring
39.654152,-104.46964,2018-06-17 13:13:38,24,15,0.0,13.5,21.0,14.0,5.0,0.0,61.0,10.0,1007,29.0,21.0,13.0,21.0,16.0,21.0,1,04:29 AM,07:28 PM,summer
49.34591,-93.57395,2018-08-28 21:14:42,18,7,0.0,13.8,11.0,3.0,149.0,0.1,67.0,10.0,1016,88.0,11.0,5.0,11.0,6.0,11.0,1,05:25 AM,07:05 PM,summer
29.753529,-101.28778,2019-04-01 00:06:58,18,7,0.0,11.6,12.0,16.0,135.0,0.0,33.0,10.0,1023,2.0,12.0,-4.0,10.0,24.0,10.0,1,06:35 AM,07:04 PM,spring
52.67837,-80.912224,2018-03-09 06:59:05,-2,-8,2.2,5.8,-5.0,15.0,346.0,0.0,97.0,10.0,1010,100.0,-5.0,-6.0,-11.0,23.0,-11.0,1,06:52 AM,06:17 PM,spring
33.689896000000005,-86.4255,2019-01-31 20:26:12,6,-3,0.0,8.7,5.0,6.0,149.0,0.0,57.0,10.0,1028,7.0,8.0,-5.0,5.0,8.0,5.0,1,06:43 AM,05:16 PM,winter
37.79197,-86.33909,2019-03-02 23:17:20,2,-5,0.0,5.7,-4.0,13.0,10.0,0.0,53.0,10.0,1029,66.0,-3.0,-12.0,-8.0,14.0,-8.0,1,06:16 AM,05:40 PM,spring
42.58426,-100.41737,2018-08-17 07:49:38,29,17,0.0,13.9,17.0,6.0,263.0,0.0,85.0,10.0,1019,2.0,17.0,15.0,17.0,12.0,17.0,1,05:51 AM,07:40 PM,summer
39.58374,-92.74009,2019-04-18 07:09:53,14,10,0.0,8.3,10.0,18.0,335.0,0.9,88.0,9.0,1008,82.0,10.0,8.0,8.0,24.0,8.0,1,05:30 AM,06:52 PM,spring
29.675879,-84.41681,2018-11-14 15:05:43,17,14,0.0,3.9,16.0,13.0,12.0,4.2,94.0,7.0,1019,100.0,16.0,15.0,16.0,18.0,16.0,1,07:01 AM,05:43 PM,autumn
45.459816,-102.54413,2019-04-07 22:07:07,18,8,0.0,13.1,15.0,8.0,265.0,0.0,43.0,10.0,1008,61.0,15.0,3.0,15.0,15.0,15.0,1,05:20 AM,06:26 PM,spring
45.26671,-86.19048000000002,2018-05-23 15:52:55,13,7,0.0,14.5,13.0,10.0,300.0,0.0,84.0,10.0,1021,0.0,14.0,11.0,13.0,20.0,13.0,1,05:07 AM,08:17 PM,spring
36.781105,-107.755554,2018-11-17 07:35:00,10,0,0.0,8.7,-0.0,4.0,85.0,0.0,48.0,10.0,1018,4.0,0.0,-10.0,-1.0,8.0,-1.0,1,06:51 AM,05:00 PM,autumn
29.540583,-101.318695,2018-03-11 13:01:50,23,16,0.0,10.1,21.0,30.0,7.0,0.0,42.0,10.0,1019,100.0,24.0,8.0,21.0,35.0,21.0,1,07:00 AM,06:51 PM,spring
52.984756,-84.12241,2018-11-08 06:14:42,0,-4,0.6,3.4,-3.0,22.0,296.0,0.0,82.0,10.0,1019,100.0,-3.0,-6.0,-9.0,31.0,-9.0,1,07:48 AM,04:52 PM,autumn
52.281162,-122.97769,2018-12-15 13:19:02,1,-5,1.0,7.4,1.0,12.0,125.0,0.0,55.0,10.0,1014,16.0,1.0,-7.0,-3.0,15.0,-3.0,1,08:15 AM,03:59 PM,winter
50.39196,-104.12411,2018-06-05 18:16:37,19,15,0.0,16.6,19.0,14.0,303.0,0.0,49.0,10.0,1009,22.0,19.0,8.0,19.0,17.0,19.0,1,04:48 AM,09:03 PM,summer
43.45551,-95.78655,2019-01-11 18:49:34,0,-5,0.0,8.7,-4.0,16.0,26.0,0.0,85.0,10.0,1023,17.0,-3.0,-5.0,-8.0,14.0,-8.0,1,07:55 AM,05:08 PM,winter
29.923016,-96.50677,2018-12-01 11:00:22,23,17,0.0,8.7,19.0,14.0,277.0,0.0,54.0,10.0,1007,4.0,19.0,9.0,19.0,25.0,19.0,1,07:04 AM,05:26 PM,winter
46.49942,-109.72866,2019-01-24 15:46:06,-1,-17,0.0,7.0,-1.0,35.0,279.0,0.0,58.0,10.0,1023,28.0,0.0,-7.0,-7.0,59.0,-7.0,1,07:52 AM,05:11 PM,winter
42.433735,-114.7042,2018-05-02 09:59:14,16,3,0.0,14.1,8.0,11.0,287.0,0.0,60.0,10.0,1014,13.0,8.0,1.0,6.0,13.0,6.0,1,05:33 AM,07:40 PM,spring
28.359121,-76.33816999999998,2018-03-15 23:19:05,20,19,0.0,11.6,20.0,1.0,343.0,0.0,42.0,10.0,1021,0.0,20.0,7.0,20.0,2.0,20.0,1,07:15 AM,07:14 PM,spring
49.329166,-88.97437,2018-02-05 00:11:27,-14,-20,0.1,3.5,-20.0,13.0,279.0,0.0,86.0,10.0,1016,100.0,-20.0,-21.0,-28.0,21.0,-28.0,1,08:21 AM,05:59 PM,winter
40.559345,-115.4622,2018-07-20 10:17:55,32,20,0.0,14.5,29.0,9.0,252.0,0.0,16.0,10.0,1012,11.0,27.0,0.0,29.0,11.0,27.0,1,04:28 AM,07:08 PM,summer
43.167297,-121.842606,2019-04-10 04:21:00,4,-2,3.0,10.7,-2.0,12.0,290.0,0.1,95.0,10.0,1031,81.0,-2.0,-3.0,-6.0,18.0,-6.0,1,05:34 AM,06:44 PM,spring
47.4878,-86.37818,2018-08-19 00:21:44,17,14,0.0,14.0,14.0,14.0,176.0,0.0,81.0,10.0,1015,3.0,14.0,11.0,13.0,29.0,13.0,1,05:47 AM,07:50 PM,summer
51.685314,-108.356926,2018-12-14 14:53:09,3,-2,0.0,5.8,3.0,28.0,218.0,0.0,67.0,10.0,1007,32.0,3.0,-3.0,-3.0,55.0,-3.0,1,09:13 AM,05:03 PM,winter
33.965034,-113.209984,2018-09-15 09:28:13,37,28,0.0,11.6,30.0,9.0,61.0,0.0,18.0,10.0,1010,0.0,28.0,3.0,31.0,14.0,28.0,1,06:16 AM,06:39 PM,autumn
49.72992,-86.75867,2018-11-04 01:30:10,2,-6,1.3,7.0,-5.0,5.0,300.0,0.0,92.0,10.0,1027,9.0,-5.0,-7.0,-8.0,9.0,-8.0,1,07:41 AM,05:20 PM,autumn
40.668446,-106.97367,2019-01-21 12:36:43,-3,-7,4.3,3.7,-3.0,13.0,199.0,0.5,79.0,5.0,998,79.0,-2.0,-6.0,-7.0,22.0,-7.0,1,07:27 AM,05:12 PM,winter
43.868507,-94.19433,2018-12-05 00:56:44,-3,-8,0.0,8.7,-7.0,11.0,218.0,0.0,94.0,2.0,1021,28.0,-7.0,-8.0,-13.0,23.0,-13.0,1,07:36 AM,04:39 PM,winter
34.80454,-122.48803,2018-09-18 10:16:08,20,14,0.0,11.6,19.0,15.0,316.0,0.0,59.0,10.0,1015,0.0,19.0,11.0,19.0,17.0,19.0,1,06:55 AM,07:12 PM,autumn
43.10842,-84.83175,2018-11-02 16:18:51,7,3,0.0,3.8,7.0,8.0,355.0,0.0,62.0,10.0,1011,78.0,7.0,0.0,6.0,10.0,6.0,1,07:16 AM,05:30 PM,autumn
29.572187,-113.90661,2019-02-15 23:23:58,19,14,0.0,4.2,13.0,3.0,118.0,0.0,73.0,10.0,1016,6.0,14.0,9.0,14.0,9.0,14.0,1,06:15 AM,05:25 PM,winter
28.161753000000004,-90.30672,2018-06-06 21:28:31,30,24,0.0,13.5,27.0,6.0,107.0,0.0,68.0,10.0,1012,0.0,29.0,20.0,27.0,10.0,29.0,1,05:04 AM,06:56 PM,summer
35.21234000000001,-117.96757,2018-12-18 10:31:50,14,6,0.0,8.7,10.0,4.0,232.0,0.0,67.0,10.0,1024,20.0,10.0,4.0,10.0,5.0,10.0,1,06:55 AM,04:42 PM,winter
43.536865,-88.79175,2018-02-25 15:05:28,4,-3,0.0,8.7,2.0,33.0,244.0,0.0,56.0,10.0,1013,3.0,2.0,-6.0,-4.0,39.0,-4.0,1,06:38 AM,05:39 PM,winter
44.96542700000001,-93.23633,2018-01-16 00:27:16,-15,-19,0.0,3.4,-18.0,14.0,329.0,0.0,91.0,10.0,1040,100.0,-18.0,-19.0,-26.0,21.0,-26.0,1,07:47 AM,04:59 PM,winter
42.428246,-105.29522,2019-03-27 16:05:47,17,5,0.0,10.6,17.0,12.0,220.0,0.0,23.0,10.0,1012,3.0,17.0,-4.0,17.0,14.0,17.0,1,05:53 AM,06:21 PM,spring
45.19633,-98.74652,2018-03-20 21:47:37,0,-3,0.2,7.4,-3.0,5.0,269.0,0.0,91.0,10.0,1019,48.0,-3.0,-4.0,-5.0,9.0,-5.0,1,06:38 AM,06:48 PM,spring
28.663303000000006,-76.39336,2019-02-13 23:35:34,25,20,0.0,5.5,21.0,10.0,13.0,3.1,82.0,9.0,1020,79.0,21.0,18.0,21.0,37.0,21.0,1,07:46 AM,06:54 PM,winter
52.422295,-115.81576,2018-03-10 23:32:54,-3,-16,0.0,11.3,-12.0,6.0,235.0,0.0,91.0,10.0,1023,19.0,-12.0,-13.0,-15.0,12.0,-15.0,1,07:09 AM,06:39 PM,spring
51.54655,-116.66696,2018-08-16 01:13:55,25,11,0.0,14.5,11.0,3.0,164.0,0.0,58.0,10.0,1017,3.0,11.0,3.0,11.0,6.0,11.0,1,05:34 AM,08:07 PM,summer
35.68963,-93.60957,2018-08-11 18:19:06,34,21,0.0,13.8,29.0,7.0,253.0,0.0,64.0,10.0,1014,26.0,31.0,21.0,29.0,13.0,31.0,1,05:31 AM,07:09 PM,summer
48.61577,-98.72508,2018-03-01 12:58:23,-3,-10,0.0,11.0,-4.0,12.0,260.0,0.0,83.0,10.0,1024,0.0,-4.0,-7.0,-9.0,19.0,-9.0,1,07:17 AM,06:19 PM,spring
46.37413,-86.6323,2018-11-08 23:32:38,1,-1,0.1,5.4,-1.0,6.0,134.0,0.1,73.0,10.0,1027,77.0,-1.0,-5.0,-3.0,9.0,-3.0,1,07:38 AM,05:22 PM,autumn
36.50509,-104.595184,2018-04-24 13:33:39,11,2,0.0,13.3,10.0,23.0,45.0,0.0,46.0,10.0,1022,5.0,10.0,-1.0,7.0,26.0,7.0,1,05:13 AM,06:40 PM,spring
34.73475,-97.13636,2018-12-24 20:52:07,12,3,0.0,8.7,9.0,16.0,177.0,0.0,71.0,10.0,1017,6.0,9.0,4.0,6.0,31.0,6.0,1,07:34 AM,05:23 PM,winter
35.5493,-83.22898,2018-04-14 09:20:17,20,12,0.0,7.8,16.0,18.0,203.0,0.1,73.0,10.0,1016,95.0,16.0,11.0,16.0,20.0,16.0,1,06:02 AM,07:05 PM,spring
42.423164,-100.82334,2018-07-08 03:31:31,35,24,0.0,14.5,26.0,33.0,194.0,0.0,51.0,10.0,1014,2.0,27.0,15.0,26.0,53.0,27.0,1,05:15 AM,08:22 PM,summer
45.755493,-107.58544,2018-06-08 23:54:03,29,16,0.0,14.5,22.0,7.0,134.0,0.0,50.0,10.0,1011,4.0,24.0,11.0,22.0,15.0,22.0,1,04:21 AM,07:58 PM,summer
30.388811,-113.745125,2018-05-02 20:59:03,21,17,0.0,13.6,21.0,16.0,235.0,0.0,38.0,10.0,1013,0.0,21.0,6.0,21.0,19.0,21.0,1,05:51 AM,07:14 PM,spring
28.345894,-118.889465,2018-03-11 08:42:31,20,17,0.0,11.6,17.0,21.0,347.0,0.0,79.0,10.0,1016,13.0,17.0,14.0,17.0,40.0,17.0,1,06:09 AM,06:02 PM,spring
37.510265,-81.78251,2019-04-01 03:25:13,11,-5,0.0,8.9,-5.0,10.0,333.0,0.0,68.0,10.0,1028,1.0,-5.0,-9.0,-9.0,16.0,-9.0,1,06:13 AM,06:50 PM,spring
29.317732,-110.11558,2018-10-19 06:55:56,32,23,0.0,8.7,25.0,8.0,67.0,0.0,48.0,10.0,1013,1.0,26.0,13.0,25.0,12.0,26.0,1,06:24 AM,05:46 PM,autumn
45.185402,-119.901215,2018-05-12 08:13:15,21,7,0.0,14.5,11.0,9.0,347.0,0.0,74.0,10.0,1016,12.0,11.0,7.0,10.0,12.0,10.0,1,04:33 AM,07:20 PM,spring
41.93538,-97.81759,2018-08-05 00:00:04,24,18,0.0,13.4,22.0,17.0,186.0,0.0,87.0,10.0,1010,4.0,25.0,20.0,22.0,36.0,25.0,1,05:29 AM,07:45 PM,summer
41.5675,-102.44354,2018-10-17 20:59:15,16,3,0.0,8.7,13.0,15.0,152.0,0.0,44.0,10.0,1026,3.0,13.0,1.0,11.0,33.0,11.0,1,06:04 AM,05:05 PM,autumn
30.84658,-94.13949,2018-06-20 12:14:39,28,23,0.0,12.2,28.0,9.0,156.0,0.0,89.0,10.0,1012,37.0,34.0,26.0,28.0,13.0,34.0,1,05:14 AM,07:23 PM,summer
51.35831500000001,-101.982666,2018-12-06 23:59:13,-15,-24,0.0,3.0,-18.0,11.0,258.0,0.0,94.0,2.0,1027,62.0,-18.0,-19.0,-25.0,23.0,-25.0,1,08:37 AM,04:40 PM,winter
47.860794,-79.828316,2018-03-02 21:24:15,-3,-8,0.1,5.7,-6.0,14.0,344.0,0.0,90.0,10.0,1031,100.0,-6.0,-7.0,-12.0,21.0,-12.0,1,06:58 AM,06:05 PM,spring
32.923306,-104.71503,2018-04-18 21:44:16,21,13,0.0,13.1,17.0,19.0,129.0,0.0,14.0,10.0,1020,0.0,17.0,-11.0,17.0,34.0,17.0,1,05:26 AM,06:31 PM,spring
48.814278,-80.3806,2018-05-05 20:13:05,10,1,0.0,11.4,6.0,11.0,356.0,0.0,70.0,10.0,1017,23.0,6.0,1.0,4.0,17.0,4.0,1,04:54 AM,07:43 PM,spring
32.77388,-117.28323,2018-09-25 18:25:12,21,17,0.0,11.6,18.0,14.0,313.0,0.0,85.0,10.0,1013,27.0,19.0,16.0,19.0,19.0,19.0,1,05:40 AM,05:42 PM,autumn
44.510387,-102.6325,2018-02-21 23:10:17,-5,-19,0.0,8.7,-11.0,11.0,231.0,0.0,67.0,10.0,1031,21.0,-11.0,-16.0,-17.0,23.0,-17.0,1,06:41 AM,05:28 PM,winter
35.787968,-76.544975,2018-07-20 16:38:23,28,20,0.0,13.4,25.0,16.0,107.0,0.5,74.0,5.0,1017,57.0,27.0,20.0,25.0,22.0,27.0,1,05:05 AM,07:20 PM,summer
51.734898,-94.89388,2018-08-04 06:32:27,21,16,0.0,10.7,16.0,13.0,193.0,0.0,94.0,10.0,1006,100.0,16.0,15.0,16.0,17.0,16.0,1,04:47 AM,08:03 PM,summer
